"id","ts","stage","stage_name","spectrum","temp1","temp2","humidity","soil_pct","light_lux","vibration","pump_on","pump_status","light_hrs_today","harvest_eta_days","health_score"
"241","2026-04-08 02:52:27","0","Seedling","OFF","31.5","31.5","74","99.7","0","0","0","IDLE","3.51","35","90"
"242","2026-04-08 03:02:28","0","Seedling","OFF","31.5","31.5","74.5","100","0","0","0","IDLE","3.51","35","90"
"243","2026-04-08 03:12:29","0","Seedling","OFF","31.5","31.5","80.5","99.9","0","0","0","IDLE","3.51","35","80"
"244","2026-04-08 03:22:30","0","Seedling","OFF","31.5","31.5","78","99.6","0","0","0","IDLE","3.51","35","90"
"245","2026-04-08 03:32:31","0","Seedling","OFF","31.5","31.5","77","99.9","0","0","0","IDLE","3.51","35","90"
"246","2026-04-08 03:42:32","0","Seedling","OFF","31.5","31.5","78","99.9","0","0","0","IDLE","3.51","35","90"
"247","2026-04-08 03:52:33","0","Seedling","OFF","31.5","31.5","79.5","100","0","0","0","IDLE","3.51","35","90"
"248","2026-04-08 04:02:34","0","Seedling","OFF","31.5","31.5","74.5","99.7","0","0","0","IDLE","3.51","35","90"
"249","2026-04-08 04:12:35","0","Seedling","OFF","31.5","31.5","77","100","0","0","0","IDLE","3.51","35","90"
"250","2026-04-08 04:22:36","0","Seedling","OFF","31.5","31.5","75.5","99.8","0","0","0","IDLE","3.51","35","90"
"251","2026-04-08 04:32:37","0","Seedling","OFF","31.5","31.5","77.5","99.9","0","0","0","IDLE","3.51","35","90"
"252","2026-04-08 14:03:42","0","Seedling","OFF","32.5","32.5","81.5","77.1","166.1","0","0","IDLE","9.85","35","80"
"253","2026-04-08 14:43:37","0","Seedling","OFF","32.5","32.5","83","75","145.5","0","0","IDLE","0.17","35","80"
"254","2026-04-08 14:53:38","0","Seedling","OFF","32.5","32.5","79","74.9","144.6","0","0","IDLE","0.33","35","90"
"255","2026-04-08 17:43:55","0","Seedling","OFF","32.5","32.5","84","100","27.1","0","0","IDLE","2.84","35","80"
"256","2026-04-08 23:34:29","1","Vegetative","Blue 450nm","32.5","32.5","83.5","78.2","394.1","0","0","IDLE","4.84","28","63"
"257","2026-04-09 14:19:41","2","Bloom","bloom","25","25","60","50","300","0","1","healthy","12.5","15","85"
"258","2026-04-09 14:29:41","2","Bloom","bloom","25.3","25.3","60.4","50.5","303","0","0","healthy","12.5","15","86"
"259","2026-04-09 14:39:41","2","Bloom","bloom","25.6","25.6","60.8","51","306","0","0","healthy","12.5","15","87"
"260","2026-04-09 14:49:41","2","Bloom","bloom","25.9","25.9","61.2","51.5","309","0","1","healthy","12.5","15","88"
"261","2026-04-09 14:59:41","2","Bloom","bloom","26.2","26.2","61.6","52","312","0","0","healthy","12.5","15","89"
"262","2026-04-09 15:09:41","2","Bloom","bloom","26.5","26.5","62","52.5","315","0","0","healthy","12.5","15","90"
"263","2026-04-09 15:19:41","2","Bloom","bloom","26.8","26.8","62.4","53","318","0","1","healthy","12.5","15","91"
"264","2026-04-09 15:29:41","2","Bloom","bloom","27.1","27.1","62.8","53.5","321","0","0","healthy","12.5","15","92"
"265","2026-04-09 15:39:41","2","Bloom","bloom","27.4","27.4","63.2","54","324","0","0","healthy","12.5","15","93"
"266","2026-04-09 15:49:41","2","Bloom","bloom","27.7","27.7","63.6","54.5","327","0","1","healthy","12.5","15","94"
"267","2026-04-09 15:59:41","2","Bloom","bloom","28","28","64","55","330","0","0","healthy","12.5","15","85"
"268","2026-04-09 16:09:41","2","Bloom","bloom","28.3","28.3","64.4","55.5","333","0","0","healthy","12.5","15","86"
"269","2026-04-09 16:19:41","2","Bloom","bloom","28.6","28.6","64.8","56","336","0","1","healthy","12.5","15","87"
"270","2026-04-09 16:29:41","2","Bloom","bloom","28.9","28.9","65.2","56.5","339","0","0","healthy","12.5","15","88"
"271","2026-04-09 16:39:41","2","Bloom","bloom","29.2","29.2","65.6","57","342","0","0","healthy","12.5","15","89"
"272","2026-04-09 16:49:41","2","Bloom","bloom","25","25","66","57.5","345","0","1","healthy","12.5","15","90"
"273","2026-04-09 16:59:41","2","Bloom","bloom","25.3","25.3","66.4","58","348","0","0","healthy","12.5","15","91"
"274","2026-04-09 17:09:41","2","Bloom","bloom","25.6","25.6","66.8","58.5","351","0","0","healthy","12.5","15","92"
"275","2026-04-09 17:19:41","2","Bloom","bloom","25.9","25.9","67.2","59","354","0","1","healthy","12.5","15","93"
"276","2026-04-09 17:29:41","2","Bloom","bloom","26.2","26.2","67.6","59.5","357","0","0","healthy","12.5","15","94"
"277","2026-04-09 17:39:41","2","Bloom","bloom","26.5","26.5","60","50","360","0","0","healthy","12.5","15","85"
"278","2026-04-09 17:49:41","2","Bloom","bloom","26.8","26.8","60.4","50.5","363","0","1","healthy","12.5","15","86"
"279","2026-04-09 17:59:41","2","Bloom","bloom","27.1","27.1","60.8","51","366","0","0","healthy","12.5","15","87"
"280","2026-04-09 18:09:41","2","Bloom","bloom","27.4","27.4","61.2","51.5","369","0","0","healthy","12.5","15","88"
"281","2026-04-09 18:19:41","2","Bloom","bloom","27.7","27.7","61.6","52","372","0","1","healthy","12.5","15","89"
"282","2026-04-09 18:29:41","2","Bloom","bloom","28","28","62","52.5","375","0","0","healthy","12.5","15","90"
"283","2026-04-09 18:39:41","2","Bloom","bloom","28.3","28.3","62.4","53","378","0","0","healthy","12.5","15","91"
"284","2026-04-09 18:49:41","2","Bloom","bloom","28.6","28.6","62.8","53.5","381","0","1","healthy","12.5","15","92"
"285","2026-04-09 18:59:41","2","Bloom","bloom","28.9","28.9","63.2","54","384","0","0","healthy","12.5","15","93"
"286","2026-04-09 19:09:41","2","Bloom","bloom","29.2","29.2","63.6","54.5","387","0","0","healthy","12.5","15","94"
"287","2026-04-09 19:19:41","2","Bloom","bloom","25","25","64","55","390","0","1","healthy","12.5","15","85"
"288","2026-04-09 19:29:41","2","Bloom","bloom","25.3","25.3","64.4","55.5","393","0","0","healthy","12.5","15","86"
"289","2026-04-09 19:39:41","2","Bloom","bloom","25.6","25.6","64.8","56","396","0","0","healthy","12.5","15","87"
"290","2026-04-09 19:49:41","2","Bloom","bloom","25.9","25.9","65.2","56.5","399","0","1","healthy","12.5","15","88"
"291","2026-04-09 19:59:41","2","Bloom","bloom","26.2","26.2","65.6","57","402","0","0","healthy","12.5","15","89"
"292","2026-04-09 20:09:41","2","Bloom","bloom","26.5","26.5","66","57.5","405","0","0","healthy","12.5","15","90"
"293","2026-04-09 20:19:41","2","Bloom","bloom","26.8","26.8","66.4","58","408","0","1","healthy","12.5","15","91"
"294","2026-04-09 20:29:41","2","Bloom","bloom","27.1","27.1","66.8","58.5","411","0","0","healthy","12.5","15","92"
"295","2026-04-09 20:39:41","2","Bloom","bloom","27.4","27.4","67.2","59","414","0","0","healthy","12.5","15","93"
"296","2026-04-09 20:49:41","2","Bloom","bloom","27.7","27.7","67.6","59.5","417","0","1","healthy","12.5","15","94"
"297","2026-04-09 20:59:41","2","Bloom","bloom","28","28","60","50","420","0","0","healthy","12.5","15","85"
"298","2026-04-09 21:09:41","2","Bloom","bloom","28.3","28.3","60.4","50.5","423","0","0","healthy","12.5","15","86"
"299","2026-04-09 21:19:41","2","Bloom","bloom","28.6","28.6","60.8","51","426","0","1","healthy","12.5","15","87"
"300","2026-04-09 21:29:41","2","Bloom","bloom","28.9","28.9","61.2","51.5","429","0","0","healthy","12.5","15","88"
"301","2026-04-09 21:39:41","2","Bloom","bloom","29.2","29.2","61.6","52","432","0","0","healthy","12.5","15","89"
"302","2026-04-09 21:49:41","2","Bloom","bloom","25","25","62","52.5","435","0","1","healthy","12.5","15","90"
"303","2026-04-09 21:59:41","2","Bloom","bloom","25.3","25.3","62.4","53","438","0","0","healthy","12.5","15","91"
"304","2026-04-09 22:09:41","2","Bloom","bloom","25.6","25.6","62.8","53.5","441","0","0","healthy","12.5","15","92"
"305","2026-04-09 22:19:41","2","Bloom","bloom","25.9","25.9","63.2","54","444","0","1","healthy","12.5","15","93"
"306","2026-04-09 22:29:41","2","Bloom","bloom","26.2","26.2","63.6","54.5","447","0","0","healthy","12.5","15","94"
"307","2026-04-09 22:39:41","2","Bloom","bloom","26.5","26.5","64","55","300","0","0","healthy","12.5","15","85"
"308","2026-04-09 22:49:41","2","Bloom","bloom","26.8","26.8","64.4","55.5","303","0","1","healthy","12.5","15","86"
"309","2026-04-09 22:59:41","2","Bloom","bloom","27.1","27.1","64.8","56","306","0","0","healthy","12.5","15","87"
"310","2026-04-09 23:09:41","2","Bloom","bloom","27.4","27.4","65.2","56.5","309","0","0","healthy","12.5","15","88"
"311","2026-04-09 23:19:41","2","Bloom","bloom","27.7","27.7","65.6","57","312","0","1","healthy","12.5","15","89"
"312","2026-04-09 23:29:41","2","Bloom","bloom","28","28","66","57.5","315","0","0","healthy","12.5","15","90"
"313","2026-04-09 23:39:41","2","Bloom","bloom","28.3","28.3","66.4","58","318","0","0","healthy","12.5","15","91"
"314","2026-04-09 23:49:41","2","Bloom","bloom","28.6","28.6","66.8","58.5","321","0","1","healthy","12.5","15","92"
"315","2026-04-09 23:59:41","2","Bloom","bloom","28.9","28.9","67.2","59","324","0","0","healthy","12.5","15","93"
"316","2026-04-10 00:09:41","2","Bloom","bloom","29.2","29.2","67.6","59.5","327","0","0","healthy","12.5","15","94"
"317","2026-04-10 00:19:41","2","Bloom","bloom","25","25","60","50","330","0","1","healthy","12.5","15","85"
"318","2026-04-10 00:29:41","2","Bloom","bloom","25.3","25.3","60.4","50.5","333","0","0","healthy","12.5","15","86"
"319","2026-04-10 00:39:41","2","Bloom","bloom","25.6","25.6","60.8","51","336","0","0","healthy","12.5","15","87"
"320","2026-04-10 00:49:41","2","Bloom","bloom","25.9","25.9","61.2","51.5","339","0","1","healthy","12.5","15","88"
"321","2026-04-10 00:59:41","2","Bloom","bloom","26.2","26.2","61.6","52","342","0","0","healthy","12.5","15","89"
"322","2026-04-10 01:09:41","2","Bloom","bloom","26.5","26.5","62","52.5","345","0","0","healthy","12.5","15","90"
"323","2026-04-10 01:19:41","2","Bloom","bloom","26.8","26.8","62.4","53","348","0","1","healthy","12.5","15","91"
"324","2026-04-10 01:29:41","2","Bloom","bloom","27.1","27.1","62.8","53.5","351","0","0","healthy","12.5","15","92"
"325","2026-04-10 01:39:41","2","Bloom","bloom","27.4","27.4","63.2","54","354","0","0","healthy","12.5","15","93"
"326","2026-04-10 01:49:41","2","Bloom","bloom","27.7","27.7","63.6","54.5","357","0","1","healthy","12.5","15","94"
"327","2026-04-10 01:59:41","2","Bloom","bloom","28","28","64","55","360","0","0","healthy","12.5","15","85"
"328","2026-04-10 02:09:41","2","Bloom","bloom","28.3","28.3","64.4","55.5","363","0","0","healthy","12.5","15","86"
"329","2026-04-10 02:19:41","2","Bloom","bloom","28.6","28.6","64.8","56","366","0","1","healthy","12.5","15","87"
"330","2026-04-10 02:29:41","2","Bloom","bloom","28.9","28.9","65.2","56.5","369","0","0","healthy","12.5","15","88"
"331","2026-04-10 02:39:41","2","Bloom","bloom","29.2","29.2","65.6","57","372","0","0","healthy","12.5","15","89"
"332","2026-04-10 02:49:41","2","Bloom","bloom","25","25","66","57.5","375","0","1","healthy","12.5","15","90"
"333","2026-04-10 02:59:41","2","Bloom","bloom","25.3","25.3","66.4","58","378","0","0","healthy","12.5","15","91"
"334","2026-04-10 03:09:41","2","Bloom","bloom","25.6","25.6","66.8","58.5","381","0","0","healthy","12.5","15","92"
"335","2026-04-10 03:19:41","2","Bloom","bloom","25.9","25.9","67.2","59","384","0","1","healthy","12.5","15","93"
"336","2026-04-10 03:29:41","2","Bloom","bloom","26.2","26.2","67.6","59.5","387","0","0","healthy","12.5","15","94"
"337","2026-04-10 03:39:41","2","Bloom","bloom","26.5","26.5","60","50","390","0","0","healthy","12.5","15","85"
"338","2026-04-10 03:49:41","2","Bloom","bloom","26.8","26.8","60.4","50.5","393","0","1","healthy","12.5","15","86"
"339","2026-04-10 03:59:41","2","Bloom","bloom","27.1","27.1","60.8","51","396","0","0","healthy","12.5","15","87"
"340","2026-04-10 04:09:41","2","Bloom","bloom","27.4","27.4","61.2","51.5","399","0","0","healthy","12.5","15","88"
"341","2026-04-10 04:19:41","2","Bloom","bloom","27.7","27.7","61.6","52","402","0","1","healthy","12.5","15","89"
"342","2026-04-10 04:29:41","2","Bloom","bloom","28","28","62","52.5","405","0","0","healthy","12.5","15","90"
"343","2026-04-10 04:39:41","2","Bloom","bloom","28.3","28.3","62.4","53","408","0","0","healthy","12.5","15","91"
"344","2026-04-10 04:49:41","2","Bloom","bloom","28.6","28.6","62.8","53.5","411","0","1","healthy","12.5","15","92"
"345","2026-04-10 04:59:41","2","Bloom","bloom","28.9","28.9","63.2","54","414","0","0","healthy","12.5","15","93"
"346","2026-04-10 05:09:41","2","Bloom","bloom","29.2","29.2","63.6","54.5","417","0","0","healthy","12.5","15","94"
"347","2026-04-10 05:19:41","2","Bloom","bloom","25","25","64","55","420","0","1","healthy","12.5","15","85"
"348","2026-04-10 05:29:41","2","Bloom","bloom","25.3","25.3","64.4","55.5","423","0","0","healthy","12.5","15","86"
"349","2026-04-10 05:39:41","2","Bloom","bloom","25.6","25.6","64.8","56","426","0","0","healthy","12.5","15","87"
"350","2026-04-10 05:49:41","2","Bloom","bloom","25.9","25.9","65.2","56.5","429","0","1","healthy","12.5","15","88"
"351","2026-04-10 05:59:41","2","Bloom","bloom","26.2","26.2","65.6","57","432","0","0","healthy","12.5","15","89"
"352","2026-04-10 06:09:41","2","Bloom","bloom","26.5","26.5","66","57.5","435","0","0","healthy","12.5","15","90"
"353","2026-04-10 06:19:41","2","Bloom","bloom","26.8","26.8","66.4","58","438","0","1","healthy","12.5","15","91"
"354","2026-04-10 06:29:41","2","Bloom","bloom","27.1","27.1","66.8","58.5","441","0","0","healthy","12.5","15","92"
"355","2026-04-10 06:39:41","2","Bloom","bloom","27.4","27.4","67.2","59","444","0","0","healthy","12.5","15","93"
"356","2026-04-10 06:49:41","2","Bloom","bloom","27.7","27.7","67.6","59.5","447","0","1","healthy","12.5","15","94"
"357","2026-04-10 06:59:41","2","Bloom","bloom","28","28","60","50","300","0","0","healthy","12.5","15","85"
"358","2026-04-10 07:09:41","2","Bloom","bloom","28.3","28.3","60.4","50.5","303","0","0","healthy","12.5","15","86"
"359","2026-04-10 07:19:41","2","Bloom","bloom","28.6","28.6","60.8","51","306","0","1","healthy","12.5","15","87"
"360","2026-04-10 07:29:41","2","Bloom","bloom","28.9","28.9","61.2","51.5","309","0","0","healthy","12.5","15","88"
"361","2026-04-10 07:39:41","2","Bloom","bloom","29.2","29.2","61.6","52","312","0","0","healthy","12.5","15","89"
"362","2026-04-10 07:49:41","2","Bloom","bloom","25","25","62","52.5","315","0","1","healthy","12.5","15","90"
"363","2026-04-10 07:59:41","2","Bloom","bloom","25.3","25.3","62.4","53","318","0","0","healthy","12.5","15","91"
"364","2026-04-10 08:09:41","2","Bloom","bloom","25.6","25.6","62.8","53.5","321","0","0","healthy","12.5","15","92"
"365","2026-04-10 08:19:41","2","Bloom","bloom","25.9","25.9","63.2","54","324","0","1","healthy","12.5","15","93"
"366","2026-04-10 08:29:41","2","Bloom","bloom","26.2","26.2","63.6","54.5","327","0","0","healthy","12.5","15","94"
"367","2026-04-10 08:39:41","2","Bloom","bloom","26.5","26.5","64","55","330","0","0","healthy","12.5","15","85"
"368","2026-04-10 08:49:41","2","Bloom","bloom","26.8","26.8","64.4","55.5","333","0","1","healthy","12.5","15","86"
"369","2026-04-10 08:59:41","2","Bloom","bloom","27.1","27.1","64.8","56","336","0","0","healthy","12.5","15","87"
"370","2026-04-10 09:09:41","2","Bloom","bloom","27.4","27.4","65.2","56.5","339","0","0","healthy","12.5","15","88"
"371","2026-04-10 09:19:41","2","Bloom","bloom","27.7","27.7","65.6","57","342","0","1","healthy","12.5","15","89"
"372","2026-04-10 09:29:41","2","Bloom","bloom","28","28","66","57.5","345","0","0","healthy","12.5","15","90"
"373","2026-04-10 09:39:41","2","Bloom","bloom","28.3","28.3","66.4","58","348","0","0","healthy","12.5","15","91"
"374","2026-04-10 09:49:41","2","Bloom","bloom","28.6","28.6","66.8","58.5","351","0","1","healthy","12.5","15","92"
"375","2026-04-10 09:59:41","2","Bloom","bloom","28.9","28.9","67.2","59","354","0","0","healthy","12.5","15","93"
"376","2026-04-10 10:09:41","2","Bloom","bloom","29.2","29.2","67.6","59.5","357","0","0","healthy","12.5","15","94"
"377","2026-04-10 10:19:41","2","Bloom","bloom","25","25","60","50","360","0","1","healthy","12.5","15","85"
"378","2026-04-10 10:29:41","2","Bloom","bloom","25.3","25.3","60.4","50.5","363","0","0","healthy","12.5","15","86"
"379","2026-04-10 10:39:41","2","Bloom","bloom","25.6","25.6","60.8","51","366","0","0","healthy","12.5","15","87"
"380","2026-04-10 10:49:41","2","Bloom","bloom","25.9","25.9","61.2","51.5","369","0","1","healthy","12.5","15","88"
"381","2026-04-10 10:59:41","2","Bloom","bloom","26.2","26.2","61.6","52","372","0","0","healthy","12.5","15","89"
"382","2026-04-10 11:09:41","2","Bloom","bloom","26.5","26.5","62","52.5","375","0","0","healthy","12.5","15","90"
"383","2026-04-10 11:19:41","2","Bloom","bloom","26.8","26.8","62.4","53","378","0","1","healthy","12.5","15","91"
"384","2026-04-10 11:29:41","2","Bloom","bloom","27.1","27.1","62.8","53.5","381","0","0","healthy","12.5","15","92"
"385","2026-04-10 11:39:41","2","Bloom","bloom","27.4","27.4","63.2","54","384","0","0","healthy","12.5","15","93"
"386","2026-04-10 11:49:41","2","Bloom","bloom","27.7","27.7","63.6","54.5","387","0","1","healthy","12.5","15","94"
"387","2026-04-10 11:59:41","2","Bloom","bloom","28","28","64","55","390","0","0","healthy","12.5","15","85"
"388","2026-04-10 12:09:41","2","Bloom","bloom","28.3","28.3","64.4","55.5","393","0","0","healthy","12.5","15","86"
"389","2026-04-10 12:19:41","2","Bloom","bloom","28.6","28.6","64.8","56","396","0","1","healthy","12.5","15","87"
"390","2026-04-10 12:29:41","2","Bloom","bloom","28.9","28.9","65.2","56.5","399","0","0","healthy","12.5","15","88"
"391","2026-04-10 12:39:41","2","Bloom","bloom","29.2","29.2","65.6","57","402","0","0","healthy","12.5","15","89"
"392","2026-04-10 12:49:41","2","Bloom","bloom","25","25","66","57.5","405","0","1","healthy","12.5","15","90"
"393","2026-04-10 12:59:41","2","Bloom","bloom","25.3","25.3","66.4","58","408","0","0","healthy","12.5","15","91"
"394","2026-04-10 13:09:41","2","Bloom","bloom","25.6","25.6","66.8","58.5","411","0","0","healthy","12.5","15","92"
"395","2026-04-10 13:19:41","2","Bloom","bloom","25.9","25.9","67.2","59","414","0","1","healthy","12.5","15","93"
"396","2026-04-10 13:29:41","2","Bloom","bloom","26.2","26.2","67.6","59.5","417","0","0","healthy","12.5","15","94"
"397","2026-04-10 13:39:41","2","Bloom","bloom","26.5","26.5","60","50","420","0","0","healthy","12.5","15","85"
"398","2026-04-10 13:49:41","2","Bloom","bloom","26.8","26.8","60.4","50.5","423","0","1","healthy","12.5","15","86"
"399","2026-04-10 13:59:41","2","Bloom","bloom","27.1","27.1","60.8","51","426","0","0","healthy","12.5","15","87"
"400","2026-04-10 14:09:41","2","Bloom","bloom","27.4","27.4","61.2","51.5","429","0","0","healthy","12.5","15","88"
"401","2026-04-10 14:19:41","2","Bloom","bloom","27.7","27.7","61.6","52","432","0","1","healthy","12.5","15","89"
"402","2026-04-10 14:29:41","2","Bloom","bloom","28","28","62","52.5","435","0","0","healthy","12.5","15","90"
"403","2026-04-10 14:39:41","2","Bloom","bloom","28.3","28.3","62.4","53","438","0","0","healthy","12.5","15","91"
"404","2026-04-10 14:49:41","2","Bloom","bloom","28.6","28.6","62.8","53.5","441","0","1","healthy","12.5","15","92"
"405","2026-04-10 14:59:41","2","Bloom","bloom","28.9","28.9","63.2","54","444","0","0","healthy","12.5","15","93"
"406","2026-04-10 15:09:41","2","Bloom","bloom","29.2","29.2","63.6","54.5","447","0","0","healthy","12.5","15","94"
"407","2026-04-10 15:19:41","2","Bloom","bloom","25","25","64","55","300","0","1","healthy","12.5","15","85"
"408","2026-04-10 15:29:41","2","Bloom","bloom","25.3","25.3","64.4","55.5","303","0","0","healthy","12.5","15","86"
"409","2026-04-10 15:39:41","2","Bloom","bloom","25.6","25.6","64.8","56","306","0","0","healthy","12.5","15","87"
"410","2026-04-10 15:49:41","2","Bloom","bloom","25.9","25.9","65.2","56.5","309","0","1","healthy","12.5","15","88"
"411","2026-04-10 15:59:41","2","Bloom","bloom","26.2","26.2","65.6","57","312","0","0","healthy","12.5","15","89"
"412","2026-04-10 16:09:41","2","Bloom","bloom","26.5","26.5","66","57.5","315","0","0","healthy","12.5","15","90"
"413","2026-04-10 16:19:41","2","Bloom","bloom","26.8","26.8","66.4","58","318","0","1","healthy","12.5","15","91"
"414","2026-04-10 16:29:41","2","Bloom","bloom","27.1","27.1","66.8","58.5","321","0","0","healthy","12.5","15","92"
"415","2026-04-10 16:39:41","2","Bloom","bloom","27.4","27.4","67.2","59","324","0","0","healthy","12.5","15","93"
"416","2026-04-10 16:49:41","2","Bloom","bloom","27.7","27.7","67.6","59.5","327","0","1","healthy","12.5","15","94"
"417","2026-04-10 16:59:41","2","Bloom","bloom","28","28","60","50","330","0","0","healthy","12.5","15","85"
"418","2026-04-10 17:09:41","2","Bloom","bloom","28.3","28.3","60.4","50.5","333","0","0","healthy","12.5","15","86"
"419","2026-04-10 17:19:41","2","Bloom","bloom","28.6","28.6","60.8","51","336","0","1","healthy","12.5","15","87"
"420","2026-04-10 17:29:41","2","Bloom","bloom","28.9","28.9","61.2","51.5","339","0","0","healthy","12.5","15","88"
"421","2026-04-10 17:39:41","2","Bloom","bloom","29.2","29.2","61.6","52","342","0","0","healthy","12.5","15","89"
"422","2026-04-10 17:49:41","2","Bloom","bloom","25","25","62","52.5","345","0","1","healthy","12.5","15","90"
"423","2026-04-10 17:59:41","2","Bloom","bloom","25.3","25.3","62.4","53","348","0","0","healthy","12.5","15","91"
"424","2026-04-10 18:09:41","2","Bloom","bloom","25.6","25.6","62.8","53.5","351","0","0","healthy","12.5","15","92"
"425","2026-04-09 14:19:54","2","Bloom","bloom","25","25","60","50","300","0","1","healthy","12.5","15","85"
"426","2026-04-09 14:29:54","2","Bloom","bloom","25.3","25.3","60.4","50.5","303","0","0","healthy","12.5","15","86"
"427","2026-04-09 14:39:54","2","Bloom","bloom","25.6","25.6","60.8","51","306","0","0","healthy","12.5","15","87"
"428","2026-04-09 14:49:54","2","Bloom","bloom","25.9","25.9","61.2","51.5","309","0","1","healthy","12.5","15","88"
"429","2026-04-09 14:59:54","2","Bloom","bloom","26.2","26.2","61.6","52","312","0","0","healthy","12.5","15","89"
"430","2026-04-09 15:09:54","2","Bloom","bloom","26.5","26.5","62","52.5","315","0","0","healthy","12.5","15","90"
"431","2026-04-09 15:19:54","2","Bloom","bloom","26.8","26.8","62.4","53","318","0","1","healthy","12.5","15","91"
"432","2026-04-09 15:29:54","2","Bloom","bloom","27.1","27.1","62.8","53.5","321","0","0","healthy","12.5","15","92"
"433","2026-04-09 15:39:54","2","Bloom","bloom","27.4","27.4","63.2","54","324","0","0","healthy","12.5","15","93"
"434","2026-04-09 15:49:54","2","Bloom","bloom","27.7","27.7","63.6","54.5","327","0","1","healthy","12.5","15","94"
"435","2026-04-09 15:59:54","2","Bloom","bloom","28","28","64","55","330","0","0","healthy","12.5","15","85"
"436","2026-04-09 16:09:54","2","Bloom","bloom","28.3","28.3","64.4","55.5","333","0","0","healthy","12.5","15","86"
"437","2026-04-09 16:19:54","2","Bloom","bloom","28.6","28.6","64.8","56","336","0","1","healthy","12.5","15","87"
"438","2026-04-09 16:29:54","2","Bloom","bloom","28.9","28.9","65.2","56.5","339","0","0","healthy","12.5","15","88"
"439","2026-04-09 16:39:54","2","Bloom","bloom","29.2","29.2","65.6","57","342","0","0","healthy","12.5","15","89"
"440","2026-04-09 16:49:54","2","Bloom","bloom","25","25","66","57.5","345","0","1","healthy","12.5","15","90"
"441","2026-04-09 16:59:54","2","Bloom","bloom","25.3","25.3","66.4","58","348","0","0","healthy","12.5","15","91"
"442","2026-04-09 17:09:54","2","Bloom","bloom","25.6","25.6","66.8","58.5","351","0","0","healthy","12.5","15","92"
"443","2026-04-09 17:19:54","2","Bloom","bloom","25.9","25.9","67.2","59","354","0","1","healthy","12.5","15","93"
"444","2026-04-09 17:29:54","2","Bloom","bloom","26.2","26.2","67.6","59.5","357","0","0","healthy","12.5","15","94"
"445","2026-04-09 17:39:54","2","Bloom","bloom","26.5","26.5","60","50","360","0","0","healthy","12.5","15","85"
"446","2026-04-09 17:49:54","2","Bloom","bloom","26.8","26.8","60.4","50.5","363","0","1","healthy","12.5","15","86"
"447","2026-04-09 17:59:54","2","Bloom","bloom","27.1","27.1","60.8","51","366","0","0","healthy","12.5","15","87"
"448","2026-04-09 18:09:54","2","Bloom","bloom","27.4","27.4","61.2","51.5","369","0","0","healthy","12.5","15","88"
"449","2026-04-09 18:19:54","2","Bloom","bloom","27.7","27.7","61.6","52","372","0","1","healthy","12.5","15","89"
"450","2026-04-09 18:29:54","2","Bloom","bloom","28","28","62","52.5","375","0","0","healthy","12.5","15","90"
"451","2026-04-09 18:39:54","2","Bloom","bloom","28.3","28.3","62.4","53","378","0","0","healthy","12.5","15","91"
"452","2026-04-09 18:49:54","2","Bloom","bloom","28.6","28.6","62.8","53.5","381","0","1","healthy","12.5","15","92"
"453","2026-04-09 18:59:54","2","Bloom","bloom","28.9","28.9","63.2","54","384","0","0","healthy","12.5","15","93"
"454","2026-04-09 19:09:54","2","Bloom","bloom","29.2","29.2","63.6","54.5","387","0","0","healthy","12.5","15","94"
"455","2026-04-09 19:19:54","2","Bloom","bloom","25","25","64","55","390","0","1","healthy","12.5","15","85"
"456","2026-04-09 19:29:54","2","Bloom","bloom","25.3","25.3","64.4","55.5","393","0","0","healthy","12.5","15","86"
"457","2026-04-09 19:39:54","2","Bloom","bloom","25.6","25.6","64.8","56","396","0","0","healthy","12.5","15","87"
"458","2026-04-09 19:49:54","2","Bloom","bloom","25.9","25.9","65.2","56.5","399","0","1","healthy","12.5","15","88"
"459","2026-04-09 19:59:54","2","Bloom","bloom","26.2","26.2","65.6","57","402","0","0","healthy","12.5","15","89"
"460","2026-04-09 20:09:54","2","Bloom","bloom","26.5","26.5","66","57.5","405","0","0","healthy","12.5","15","90"
"461","2026-04-09 20:19:54","2","Bloom","bloom","26.8","26.8","66.4","58","408","0","1","healthy","12.5","15","91"
"462","2026-04-09 20:29:54","2","Bloom","bloom","27.1","27.1","66.8","58.5","411","0","0","healthy","12.5","15","92"
"463","2026-04-09 20:39:54","2","Bloom","bloom","27.4","27.4","67.2","59","414","0","0","healthy","12.5","15","93"
"464","2026-04-09 20:49:54","2","Bloom","bloom","27.7","27.7","67.6","59.5","417","0","1","healthy","12.5","15","94"
"465","2026-04-09 20:59:54","2","Bloom","bloom","28","28","60","50","420","0","0","healthy","12.5","15","85"
"466","2026-04-09 21:09:54","2","Bloom","bloom","28.3","28.3","60.4","50.5","423","0","0","healthy","12.5","15","86"
"467","2026-04-09 21:19:54","2","Bloom","bloom","28.6","28.6","60.8","51","426","0","1","healthy","12.5","15","87"
"468","2026-04-09 21:29:54","2","Bloom","bloom","28.9","28.9","61.2","51.5","429","0","0","healthy","12.5","15","88"
"469","2026-04-09 21:39:54","2","Bloom","bloom","29.2","29.2","61.6","52","432","0","0","healthy","12.5","15","89"
"470","2026-04-09 21:49:54","2","Bloom","bloom","25","25","62","52.5","435","0","1","healthy","12.5","15","90"
"471","2026-04-09 21:59:54","2","Bloom","bloom","25.3","25.3","62.4","53","438","0","0","healthy","12.5","15","91"
